data,tipo_ocorrencia,bairro,descricao,gravidade,chuva_mm,temperatura_c,umidade_percent
2023-06-12,risco estrutural,Tatuapé,"Avaliação de risco estrutural em imóvel no bairro Tatuapé, com possibilidade de colapso parcial.",alta,1.6,16.1,95.0
2023-09-14,vendaval,Freguesia do Ó,"Vendaval atingiu o bairro Freguesia do Ó, derrubando estruturas leves e causando falta de energia na região.",leve,20.6,20.4,79.8
2023-03-31,incêndio urbano,Lapa,"Incêndio urbano no bairro Lapa, mobilizando equipes para conter as chamas em área residencial.",moderada,52.7,37.9,31.9
2024-07-05,deslizamento,Campo Limpo,"Deslizamento de encosta registrado no bairro Campo Limpo, afetando moradias e bloqueando vias locais.",crítica,84.9,18.6,93.9
2022-09-06,vendaval,Santana,"Vendaval atingiu o bairro Santana, derrubando estruturas leves e causando falta de energia na região.",moderada,26.2,27.6,68.3
2022-03-10,árvore caída,Santana,"Queda de árvore no bairro Santana, obstruindo parcialmente a via e oferecendo risco à população.",moderada,57.5,20.9,77.4
2024-12-31,alagamento,Vila Madalena,"Alagamento em via pública no bairro Vila Madalena, causando transtornos no trânsito e riscos aos pedestres.",moderada,90.0,33.9,87.6
2024-04-29,risco estrutural,Ermelino Matarazzo,"Avaliação de risco estrutural em imóvel no bairro Ermelino Matarazzo, com possibilidade de colapso parcial.",leve,40.1,25.0,69.1
2022-11-01,alagamento,Sé,"Alagamento em via pública no bairro Sé, causando transtornos no trânsito e riscos aos pedestres.",alta,96.8,27.1,87.7
2024-05-17,vendaval,Lapa,"Vendaval atingiu o bairro Lapa, derrubando estruturas leves e causando falta de energia na região.",leve,13.7,19.4,81.1
2023-09-28,vendaval,Perdizes,"Vendaval atingiu o bairro Perdizes, derrubando estruturas leves e causando falta de energia na região.",moderada,17.6,24.5,79.3
2023-10-17,vendaval,Santo Amaro,"Vendaval atingiu o bairro Santo Amaro, derrubando estruturas leves e causando falta de energia na região.",alta,5.5,21.5,80.9
2023-01-10,deslizamento,Perdizes,"Deslizamento de encosta registrado no bairro Perdizes, afetando moradias e bloqueando vias locais.",leve,85.7,22.7,88.3
2022-10-22,deslizamento,Perdizes,"Deslizamento de encosta registrado no bairro Perdizes, afetando moradias e bloqueando vias locais.",moderada,74.9,26.6,94.9
2023-05-03,alagamento,Santo Amaro,"Alagamento em via pública no bairro Santo Amaro, causando transtornos no trânsito e riscos aos pedestres.",moderada,106.6,19.0,80.3
2023-03-27,vendaval,Santo Amaro,"Vendaval atingiu o bairro Santo Amaro, derrubando estruturas leves e causando falta de energia na região.",moderada,33.1,26.9,63.4
2024-09-26,incêndio urbano,Brasilândia,"Incêndio urbano no bairro Brasilândia, mobilizando equipes para conter as chamas em área residencial.",crítica,11.1,30.1,30.2
2024-03-07,incêndio urbano,Cidade Tiradentes,"Incêndio urbano no bairro Cidade Tiradentes, mobilizando equipes para conter as chamas em área residencial.",alta,73.9,34.3,38.5
2023-08-15,deslizamento,Vila Prudente,"Deslizamento de encosta registrado no bairro Vila Prudente, afetando moradias e bloqueando vias locais.",moderada,118.4,16.8,81.1
2023-07-05,alagamento,Santana,"Alagamento em via pública no bairro Santana, causando transtornos no trânsito e riscos aos pedestres.",alta,68.1,21.5,92.9
2023-06-16,incêndio urbano,Cidade Tiradentes,"Incêndio urbano no bairro Cidade Tiradentes, mobilizando equipes para conter as chamas em área residencial.",leve,12.4,35.9,26.1
2023-01-16,árvore caída,Santana,"Queda de árvore no bairro Santana, obstruindo parcialmente a via e oferecendo risco à população.",alta,74.3,19.8,84.3
2023-10-24,incêndio urbano,Cidade Tiradentes,"Incêndio urbano no bairro Cidade Tiradentes, mobilizando equipes para conter as chamas em área residencial.",leve,63.9,37.3,26.4
2022-06-07,incêndio urbano,Penha,"Incêndio urbano no bairro Penha, mobilizando equipes para conter as chamas em área residencial.",leve,36.1,34.0,34.2
2023-07-21,risco estrutural,M'Boi Mirim,"Avaliação de risco estrutural em imóvel no bairro M'Boi Mirim, com possibilidade de colapso parcial.",moderada,4.7,28.6,62.4
2023-02-25,deslizamento,Pinheiros,"Deslizamento de encosta registrado no bairro Pinheiros, afetando moradias e bloqueando vias locais.",leve,94.5,22.8,94.0
2024-07-20,risco estrutural,Capão Redondo,"Avaliação de risco estrutural em imóvel no bairro Capão Redondo, com possibilidade de colapso parcial.",alta,19.7,22.0,72.1
2024-07-02,vendaval,Santo Amaro,"Vendaval atingiu o bairro Santo Amaro, derrubando estruturas leves e causando falta de energia na região.",moderada,15.6,13.8,94.7
2023-10-16,alagamento,Campo Limpo,"Alagamento em via pública no bairro Campo Limpo, causando transtornos no trânsito e riscos aos pedestres.",crítica,111.7,30.2,81.5
2024-04-11,deslizamento,São Mateus,"Deslizamento de encosta registrado no bairro São Mateus, afetando moradias e bloqueando vias locais.",alta,80.0,23.7,86.0
2023-10-22,árvore caída,Santo Amaro,"Queda de árvore no bairro Santo Amaro, obstruindo parcialmente a via e oferecendo risco à população.",leve,69.3,25.3,67.6
2024-07-28,incêndio urbano,Santo Amaro,"Incêndio urbano no bairro Santo Amaro, mobilizando equipes para conter as chamas em área residencial.",leve,22.9,32.8,28.4
2022-03-06,risco estrutural,Tatuapé,"Avaliação de risco estrutural em imóvel no bairro Tatuapé, com possibilidade de colapso parcial.",leve,47.2,21.2,87.7
2022-01-05,alagamento,Santana,"Alagamento em via pública no bairro Santana, causando transtornos no trânsito e riscos aos pedestres.",alta,101.0,29.3,91.0
2024-11-29,árvore caída,Ermelino Matarazzo,"Queda de árvore no bairro Ermelino Matarazzo, obstruindo parcialmente a via e oferecendo risco à população.",leve,44.2,29.7,72.1
2022-05-21,risco estrutural,Butantã,"Avaliação de risco estrutural em imóvel no bairro Butantã, com possibilidade de colapso parcial.",moderada,36.9,23.3,73.1
2024-07-24,deslizamento,Santo Amaro,"Deslizamento de encosta registrado no bairro Santo Amaro, afetando moradias e bloqueando vias locais.",leve,98.2,17.7,92.0
2024-01-04,árvore caída,Freguesia do Ó,"Queda de árvore no bairro Freguesia do Ó, obstruindo parcialmente a via e oferecendo risco à população.",moderada,79.6,22.5,75.2
2023-01-19,vendaval,Cidade Tiradentes,"Vendaval atingiu o bairro Cidade Tiradentes, derrubando estruturas leves e causando falta de energia na região.",leve,87.4,18.6,87.3
2024-08-14,árvore caída,Jardins,"Queda de árvore no bairro Jardins, obstruindo parcialmente a via e oferecendo risco à população.",leve,16.2,22.3,74.6
2023-06-27,árvore caída,Capão Redondo,"Queda de árvore no bairro Capão Redondo, obstruindo parcialmente a via e oferecendo risco à população.",leve,33.2,25.2,72.7
2022-09-05,incêndio urbano,Liberdade,"Incêndio urbano no bairro Liberdade, mobilizando equipes para conter as chamas em área residencial.",moderada,32.7,32.6,31.9
2024-09-02,árvore caída,Vila Mariana,"Queda de árvore no bairro Vila Mariana, obstruindo parcialmente a via e oferecendo risco à população.",leve,12.6,24.7,76.9
2022-12-06,alagamento,Pinheiros,"Alagamento em via pública no bairro Pinheiros, causando transtornos no trânsito e riscos aos pedestres.",alta,88.1,25.3,87.4
2023-11-22,alagamento,Vila Prudente,"Alagamento em via pública no bairro Vila Prudente, causando transtornos no trânsito e riscos aos pedestres.",leve,97.6,24.5,85.4
2024-05-17,incêndio urbano,Pinheiros,"Incêndio urbano no bairro Pinheiros, mobilizando equipes para conter as chamas em área residencial.",leve,8.2,36.4,29.7
2024-12-23,vendaval,Sé,"Vendaval atingiu o bairro Sé, derrubando estruturas leves e causando falta de energia na região.",moderada,74.3,30.4,59.4
2023-10-26,deslizamento,Brasilândia,"Deslizamento de encosta registrado no bairro Brasilândia, afetando moradias e bloqueando vias locais.",moderada,57.9,23.5,83.6
2022-06-23,risco estrutural,Casa Verde,"Avaliação de risco estrutural em imóvel no bairro Casa Verde, com possibilidade de colapso parcial.",leve,-3.3,20.5,79.6
2022-08-02,vendaval,Cidade Tiradentes,"Vendaval atingiu o bairro Cidade Tiradentes, derrubando estruturas leves e causando falta de energia na região.",leve,33.1,21.5,86.8
2022-07-19,risco estrutural,Vila Prudente,"Avaliação de risco estrutural em imóvel no bairro Vila Prudente, com possibilidade de colapso parcial.",leve,37.8,19.6,81.8
2024-08-15,risco estrutural,Cidade Tiradentes,"Avaliação de risco estrutural em imóvel no bairro Cidade Tiradentes, com possibilidade de colapso parcial.",alta,14.5,21.0,79.7
2023-03-05,vendaval,Pinheiros,"Vendaval atingiu o bairro Pinheiros, derrubando estruturas leves e causando falta de energia na região.",alta,38.5,25.9,74.3
2023-03-07,alagamento,Mooca,"Alagamento em via pública no bairro Mooca, causando transtornos no trânsito e riscos aos pedestres.",leve,68.1,26.3,89.3
2024-02-17,risco estrutural,Ermelino Matarazzo,"Avaliação de risco estrutural em imóvel no bairro Ermelino Matarazzo, com possibilidade de colapso parcial.",leve,47.5,28.7,66.2
2024-09-03,incêndio urbano,Itaquera,"Incêndio urbano no bairro Itaquera, mobilizando equipes para conter as chamas em área residencial.",moderada,50.1,33.0,29.2
2022-06-25,risco estrutural,Jaçanã,"Avaliação de risco estrutural em imóvel no bairro Jaçanã, com possibilidade de colapso parcial.",crítica,10.5,27.6,73.4
2023-07-22,alagamento,Perdizes,"Alagamento em via pública no bairro Perdizes, causando transtornos no trânsito e riscos aos pedestres.",leve,109.4,21.0,81.0
2024-08-27,risco estrutural,Casa Verde,"Avaliação de risco estrutural em imóvel no bairro Casa Verde, com possibilidade de colapso parcial.",alta,19.7,20.2,93.3
2022-07-11,alagamento,Itaquera,"Alagamento em via pública no bairro Itaquera, causando transtornos no trânsito e riscos aos pedestres.",leve,46.0,20.2,80.1
2024-12-08,deslizamento,Vila Madalena,"Deslizamento de encosta registrado no bairro Vila Madalena, afetando moradias e bloqueando vias locais.",alta,87.1,25.9,85.5
2024-09-28,vendaval,Jaçanã,"Vendaval atingiu o bairro Jaçanã, derrubando estruturas leves e causando falta de energia na região.",alta,17.8,23.0,85.1
2023-06-01,alagamento,Freguesia do Ó,"Alagamento em via pública no bairro Freguesia do Ó, causando transtornos no trânsito e riscos aos pedestres.",moderada,67.1,23.0,81.2
2024-01-25,risco estrutural,Vila Madalena,"Avaliação de risco estrutural em imóvel no bairro Vila Madalena, com possibilidade de colapso parcial.",moderada,59.1,24.4,84.3
2024-06-12,vendaval,Tremembé,"Vendaval atingiu o bairro Tremembé, derrubando estruturas leves e causando falta de energia na região.",moderada,63.8,22.6,84.0
2024-05-15,árvore caída,Cidade Tiradentes,"Queda de árvore no bairro Cidade Tiradentes, obstruindo parcialmente a via e oferecendo risco à população.",leve,30.1,24.0,70.2
2024-02-19,risco estrutural,Casa Verde,"Avaliação de risco estrutural em imóvel no bairro Casa Verde, com possibilidade de colapso parcial.",moderada,65.0,26.5,59.4
2022-02-04,risco estrutural,Campo Limpo,"Avaliação de risco estrutural em imóvel no bairro Campo Limpo, com possibilidade de colapso parcial.",moderada,53.3,26.7,55.5
2023-12-15,incêndio urbano,Perdizes,"Incêndio urbano no bairro Perdizes, mobilizando equipes para conter as chamas em área residencial.",alta,120.2,32.4,35.4
2022-10-29,deslizamento,Parelheiros,"Deslizamento de encosta registrado no bairro Parelheiros, afetando moradias e bloqueando vias locais.",moderada,91.2,25.7,93.3
2022-03-08,alagamento,M'Boi Mirim,"Alagamento em via pública no bairro M'Boi Mirim, causando transtornos no trânsito e riscos aos pedestres.",leve,119.2,24.3,87.2
2022-10-03,vendaval,Mooca,"Vendaval atingiu o bairro Mooca, derrubando estruturas leves e causando falta de energia na região.",alta,47.0,25.5,75.7
2024-12-03,alagamento,Campo Limpo,"Alagamento em via pública no bairro Campo Limpo, causando transtornos no trânsito e riscos aos pedestres.",moderada,109.0,30.1,94.5
2022-05-04,incêndio urbano,Tatuapé,"Incêndio urbano no bairro Tatuapé, mobilizando equipes para conter as chamas em área residencial.",moderada,55.5,31.5,29.1
2024-12-12,alagamento,Tatuapé,"Alagamento em via pública no bairro Tatuapé, causando transtornos no trânsito e riscos aos pedestres.",moderada,42.2,28.7,83.7
2024-09-02,árvore caída,Bela Vista,"Queda de árvore no bairro Bela Vista, obstruindo parcialmente a via e oferecendo risco à população.",crítica,35.2,19.2,77.5
2022-07-05,alagamento,Ermelino Matarazzo,"Alagamento em via pública no bairro Ermelino Matarazzo, causando transtornos no trânsito e riscos aos pedestres.",moderada,65.6,19.7,90.1
2023-10-31,risco estrutural,Vila Prudente,"Avaliação de risco estrutural em imóvel no bairro Vila Prudente, com possibilidade de colapso parcial.",crítica,58.7,19.0,84.7
2023-09-28,alagamento,Lapa,"Alagamento em via pública no bairro Lapa, causando transtornos no trânsito e riscos aos pedestres.",moderada,107.5,25.6,88.5
2022-03-27,vendaval,Penha,"Vendaval atingiu o bairro Penha, derrubando estruturas leves e causando falta de energia na região.",moderada,53.3,33.4,64.3
2024-10-14,alagamento,Pinheiros,"Alagamento em via pública no bairro Pinheiros, causando transtornos no trânsito e riscos aos pedestres.",moderada,56.9,23.0,89.2
2024-05-17,vendaval,Casa Verde,"Vendaval atingiu o bairro Casa Verde, derrubando estruturas leves e causando falta de energia na região.",leve,32.7,23.4,81.8
2024-08-28,alagamento,Cidade Tiradentes,"Alagamento em via pública no bairro Cidade Tiradentes, causando transtornos no trânsito e riscos aos pedestres.",alta,119.8,24.5,89.3
2024-06-21,vendaval,M'Boi Mirim,"Vendaval atingiu o bairro M'Boi Mirim, derrubando estruturas leves e causando falta de energia na região.",alta,-3.9,18.1,85.8
2023-01-18,risco estrutural,Parelheiros,"Avaliação de risco estrutural em imóvel no bairro Parelheiros, com possibilidade de colapso parcial.",crítica,38.0,23.0,71.5
2023-11-06,árvore caída,Sé,"Queda de árvore no bairro Sé, obstruindo parcialmente a via e oferecendo risco à população.",alta,91.8,21.4,85.8
2024-06-21,deslizamento,Penha,"Deslizamento de encosta registrado no bairro Penha, afetando moradias e bloqueando vias locais.",moderada,88.9,17.3,83.6
2024-06-25,risco estrutural,Sé,"Avaliação de risco estrutural em imóvel no bairro Sé, com possibilidade de colapso parcial.",moderada,49.3,18.9,83.6
2023-10-24,alagamento,Freguesia do Ó,"Alagamento em via pública no bairro Freguesia do Ó, causando transtornos no trânsito e riscos aos pedestres.",alta,45.1,20.2,86.5
2023-09-14,incêndio urbano,Casa Verde,"Incêndio urbano no bairro Casa Verde, mobilizando equipes para conter as chamas em área residencial.",moderada,69.7,36.1,36.1
2022-12-25,alagamento,Capão Redondo,"Alagamento em via pública no bairro Capão Redondo, causando transtornos no trânsito e riscos aos pedestres.",moderada,115.6,26.2,92.7
2024-09-23,risco estrutural,Perdizes,"Avaliação de risco estrutural em imóvel no bairro Perdizes, com possibilidade de colapso parcial.",moderada,41.0,17.4,88.8
2024-01-02,alagamento,Mooca,"Alagamento em via pública no bairro Mooca, causando transtornos no trânsito e riscos aos pedestres.",moderada,107.8,22.9,83.0
2024-05-29,vendaval,Bela Vista,"Vendaval atingiu o bairro Bela Vista, derrubando estruturas leves e causando falta de energia na região.",leve,50.6,23.0,74.5
2022-06-03,risco estrutural,Brasilândia,"Avaliação de risco estrutural em imóvel no bairro Brasilândia, com possibilidade de colapso parcial.",leve,34.4,20.8,80.3
2022-06-07,incêndio urbano,Freguesia do Ó,"Incêndio urbano no bairro Freguesia do Ó, mobilizando equipes para conter as chamas em área residencial.",alta,29.1,36.8,33.1
2024-04-22,deslizamento,Jardins,"Deslizamento de encosta registrado no bairro Jardins, afetando moradias e bloqueando vias locais.",moderada,113.8,24.0,80.2
2024-09-03,árvore caída,Pinheiros,"Queda de árvore no bairro Pinheiros, obstruindo parcialmente a via e oferecendo risco à população.",moderada,49.3,24.0,83.2
2023-09-19,incêndio urbano,Ipiranga,"Incêndio urbano no bairro Ipiranga, mobilizando equipes para conter as chamas em área residencial.",moderada,52.1,33.4,29.5
2024-11-25,deslizamento,Penha,"Deslizamento de encosta registrado no bairro Penha, afetando moradias e bloqueando vias locais.",moderada,103.0,28.0,86.2
2022-05-10,vendaval,Butantã,"Vendaval atingiu o bairro Butantã, derrubando estruturas leves e causando falta de energia na região.",moderada,13.6,22.4,77.9
2024-10-24,árvore caída,Cidade Tiradentes,"Queda de árvore no bairro Cidade Tiradentes, obstruindo parcialmente a via e oferecendo risco à população.",leve,50.9,34.5,58.5
2023-06-18,risco estrutural,Mooca,"Avaliação de risco estrutural em imóvel no bairro Mooca, com possibilidade de colapso parcial.",leve,28.6,23.8,78.9
2023-11-09,alagamento,Santo Amaro,"Alagamento em via pública no bairro Santo Amaro, causando transtornos no trânsito e riscos aos pedestres.",leve,93.8,27.8,85.9
2022-11-07,incêndio urbano,Ermelino Matarazzo,"Incêndio urbano no bairro Ermelino Matarazzo, mobilizando equipes para conter as chamas em área residencial.",leve,73.9,33.8,27.0
2023-11-05,risco estrutural,Casa Verde,"Avaliação de risco estrutural em imóvel no bairro Casa Verde, com possibilidade de colapso parcial.",alta,80.3,28.6,66.6
2023-10-01,incêndio urbano,Jaçanã,"Incêndio urbano no bairro Jaçanã, mobilizando equipes para conter as chamas em área residencial.",leve,42.7,36.3,33.1
2023-01-01,vendaval,Ipiranga,"Vendaval atingiu o bairro Ipiranga, derrubando estruturas leves e causando falta de energia na região.",moderada,75.3,27.5,68.4
2023-08-06,deslizamento,M'Boi Mirim,"Deslizamento de encosta registrado no bairro M'Boi Mirim, afetando moradias e bloqueando vias locais.",moderada,110.0,22.2,92.1
2022-08-10,risco estrutural,Capão Redondo,"Avaliação de risco estrutural em imóvel no bairro Capão Redondo, com possibilidade de colapso parcial.",moderada,10.5,19.3,87.6
2022-01-16,árvore caída,Campo Limpo,"Queda de árvore no bairro Campo Limpo, obstruindo parcialmente a via e oferecendo risco à população.",leve,39.8,28.3,66.1
2024-10-28,incêndio urbano,Liberdade,"Incêndio urbano no bairro Liberdade, mobilizando equipes para conter as chamas em área residencial.",leve,47.5,35.3,39.4
2024-09-25,alagamento,Pinheiros,"Alagamento em via pública no bairro Pinheiros, causando transtornos no trânsito e riscos aos pedestres.",alta,86.5,23.2,91.9
2024-03-23,vendaval,Tremembé,"Vendaval atingiu o bairro Tremembé, derrubando estruturas leves e causando falta de energia na região.",leve,111.7,26.3,68.7
2024-12-31,incêndio urbano,Cidade Tiradentes,"Incêndio urbano no bairro Cidade Tiradentes, mobilizando equipes para conter as chamas em área residencial.",alta,70.8,37.7,30.9
2023-08-17,incêndio urbano,M'Boi Mirim,"Incêndio urbano no bairro M'Boi Mirim, mobilizando equipes para conter as chamas em área residencial.",leve,31.2,37.2,32.5
2024-06-11,risco estrutural,Jaçanã,"Avaliação de risco estrutural em imóvel no bairro Jaçanã, com possibilidade de colapso parcial.",alta,21.9,21.3,89.0
2024-05-16,deslizamento,Tatuapé,"Deslizamento de encosta registrado no bairro Tatuapé, afetando moradias e bloqueando vias locais.",moderada,119.3,26.1,94.6
2023-11-29,risco estrutural,São Mateus,"Avaliação de risco estrutural em imóvel no bairro São Mateus, com possibilidade de colapso parcial.",leve,75.3,27.8,66.4
2022-08-07,risco estrutural,Bela Vista,"Avaliação de risco estrutural em imóvel no bairro Bela Vista, com possibilidade de colapso parcial.",crítica,25.5,24.4,75.0
2023-05-08,vendaval,Cidade Tiradentes,"Vendaval atingiu o bairro Cidade Tiradentes, derrubando estruturas leves e causando falta de energia na região.",alta,9.7,18.5,91.9
2022-10-11,árvore caída,M'Boi Mirim,"Queda de árvore no bairro M'Boi Mirim, obstruindo parcialmente a via e oferecendo risco à população.",moderada,49.3,22.9,83.9
2022-06-27,deslizamento,Bela Vista,"Deslizamento de encosta registrado no bairro Bela Vista, afetando moradias e bloqueando vias locais.",alta,110.8,20.3,83.0
2022-11-15,alagamento,Sé,"Alagamento em via pública no bairro Sé, causando transtornos no trânsito e riscos aos pedestres.",moderada,84.2,24.4,86.4
2023-06-10,árvore caída,Butantã,"Queda de árvore no bairro Butantã, obstruindo parcialmente a via e oferecendo risco à população.",moderada,51.5,16.8,94.2
2023-05-08,vendaval,Vila Mariana,"Vendaval atingiu o bairro Vila Mariana, derrubando estruturas leves e causando falta de energia na região.",leve,46.1,22.9,82.7
2023-12-28,árvore caída,Perdizes,"Queda de árvore no bairro Perdizes, obstruindo parcialmente a via e oferecendo risco à população.",alta,79.8,26.9,78.8
2024-03-03,incêndio urbano,Pinheiros,"Incêndio urbano no bairro Pinheiros, mobilizando equipes para conter as chamas em área residencial.",leve,61.6,36.1,31.4
2022-12-16,árvore caída,Jaçanã,"Queda de árvore no bairro Jaçanã, obstruindo parcialmente a via e oferecendo risco à população.",moderada,42.0,29.4,69.8
2024-01-24,deslizamento,Vila Prudente,"Deslizamento de encosta registrado no bairro Vila Prudente, afetando moradias e bloqueando vias locais.",leve,76.7,26.7,88.6
2024-06-28,árvore caída,Casa Verde,"Queda de árvore no bairro Casa Verde, obstruindo parcialmente a via e oferecendo risco à população.",crítica,25.2,18.5,86.2
2023-09-14,risco estrutural,Vila Madalena,"Avaliação de risco estrutural em imóvel no bairro Vila Madalena, com possibilidade de colapso parcial.",alta,46.8,27.5,68.1
2023-07-21,alagamento,Bela Vista,"Alagamento em via pública no bairro Bela Vista, causando transtornos no trânsito e riscos aos pedestres.",moderada,99.0,22.4,92.8
2023-10-26,deslizamento,Penha,"Deslizamento de encosta registrado no bairro Penha, afetando moradias e bloqueando vias locais.",leve,68.3,24.4,85.3
2023-03-01,incêndio urbano,Perdizes,"Incêndio urbano no bairro Perdizes, mobilizando equipes para conter as chamas em área residencial.",leve,42.8,30.8,27.2
2024-11-26,incêndio urbano,Brasilândia,"Incêndio urbano no bairro Brasilândia, mobilizando equipes para conter as chamas em área residencial.",leve,64.2,30.2,26.4
2024-01-14,árvore caída,Pinheiros,"Queda de árvore no bairro Pinheiros, obstruindo parcialmente a via e oferecendo risco à população.",moderada,60.6,32.9,54.6
2024-08-30,incêndio urbano,Tremembé,"Incêndio urbano no bairro Tremembé, mobilizando equipes para conter as chamas em área residencial.",moderada,23.8,37.6,30.4
2024-06-28,risco estrutural,Penha,"Avaliação de risco estrutural em imóvel no bairro Penha, com possibilidade de colapso parcial.",alta,4.7,14.5,95.0
2023-11-27,incêndio urbano,Brasilândia,"Incêndio urbano no bairro Brasilândia, mobilizando equipes para conter as chamas em área residencial.",alta,100.3,30.8,30.4
2024-03-16,incêndio urbano,Jardins,"Incêndio urbano no bairro Jardins, mobilizando equipes para conter as chamas em área residencial.",moderada,35.2,36.2,31.3
2023-09-26,deslizamento,Butantã,"Deslizamento de encosta registrado no bairro Butantã, afetando moradias e bloqueando vias locais.",moderada,105.1,19.7,87.5
2024-03-25,incêndio urbano,Parelheiros,"Incêndio urbano no bairro Parelheiros, mobilizando equipes para conter as chamas em área residencial.",moderada,43.4,31.6,26.4
2023-09-20,vendaval,Vila Madalena,"Vendaval atingiu o bairro Vila Madalena, derrubando estruturas leves e causando falta de energia na região.",leve,23.1,23.6,70.5
2022-05-27,alagamento,Tatuapé,"Alagamento em via pública no bairro Tatuapé, causando transtornos no trânsito e riscos aos pedestres.",moderada,58.8,21.9,94.5
2023-01-05,vendaval,Ermelino Matarazzo,"Vendaval atingiu o bairro Ermelino Matarazzo, derrubando estruturas leves e causando falta de energia na região.",crítica,15.6,25.0,66.3
2022-03-15,incêndio urbano,Pinheiros,"Incêndio urbano no bairro Pinheiros, mobilizando equipes para conter as chamas em área residencial.",moderada,38.8,36.2,33.9
2024-02-25,incêndio urbano,Mooca,"Incêndio urbano no bairro Mooca, mobilizando equipes para conter as chamas em área residencial.",moderada,80.1,30.3,38.8
2023-02-17,alagamento,Brasilândia,"Alagamento em via pública no bairro Brasilândia, causando transtornos no trânsito e riscos aos pedestres.",leve,82.9,21.6,90.8
2022-02-02,alagamento,Vila Mariana,"Alagamento em via pública no bairro Vila Mariana, causando transtornos no trânsito e riscos aos pedestres.",leve,56.3,35.7,81.6
2024-01-15,árvore caída,Capão Redondo,"Queda de árvore no bairro Capão Redondo, obstruindo parcialmente a via e oferecendo risco à população.",moderada,38.3,24.6,78.9
2022-09-21,risco estrutural,Pinheiros,"Avaliação de risco estrutural em imóvel no bairro Pinheiros, com possibilidade de colapso parcial.",leve,42.4,21.6,86.3
2024-02-12,risco estrutural,Tatuapé,"Avaliação de risco estrutural em imóvel no bairro Tatuapé, com possibilidade de colapso parcial.",alta,85.3,23.6,78.8
2022-02-21,árvore caída,Ipiranga,"Queda de árvore no bairro Ipiranga, obstruindo parcialmente a via e oferecendo risco à população.",moderada,66.0,22.9,75.9
2022-04-05,alagamento,Bela Vista,"Alagamento em via pública no bairro Bela Vista, causando transtornos no trânsito e riscos aos pedestres.",alta,119.9,25.9,89.5
2023-03-05,deslizamento,Capão Redondo,"Deslizamento de encosta registrado no bairro Capão Redondo, afetando moradias e bloqueando vias locais.",alta,64.2,30.4,92.2
2022-03-23,risco estrutural,Pinheiros,"Avaliação de risco estrutural em imóvel no bairro Pinheiros, com possibilidade de colapso parcial.",alta,10.6,22.1,81.4
2024-09-30,alagamento,Cidade Tiradentes,"Alagamento em via pública no bairro Cidade Tiradentes, causando transtornos no trânsito e riscos aos pedestres.",alta,93.0,23.5,90.0
2024-10-08,alagamento,São Mateus,"Alagamento em via pública no bairro São Mateus, causando transtornos no trânsito e riscos aos pedestres.",moderada,77.8,24.1,94.5
2024-02-01,árvore caída,Sé,"Queda de árvore no bairro Sé, obstruindo parcialmente a via e oferecendo risco à população.",moderada,50.2,26.2,76.0
2023-10-12,alagamento,Jaçanã,"Alagamento em via pública no bairro Jaçanã, causando transtornos no trânsito e riscos aos pedestres.",leve,112.4,18.9,88.5
2022-09-15,deslizamento,Penha,"Deslizamento de encosta registrado no bairro Penha, afetando moradias e bloqueando vias locais.",crítica,83.7,26.0,82.3
2024-12-14,vendaval,Lapa,"Vendaval atingiu o bairro Lapa, derrubando estruturas leves e causando falta de energia na região.",moderada,97.6,23.1,75.0
2022-09-22,risco estrutural,Freguesia do Ó,"Avaliação de risco estrutural em imóvel no bairro Freguesia do Ó, com possibilidade de colapso parcial.",leve,58.0,26.3,70.9
2024-07-29,alagamento,Ipiranga,"Alagamento em via pública no bairro Ipiranga, causando transtornos no trânsito e riscos aos pedestres.",leve,41.4,24.0,92.1
2023-11-16,incêndio urbano,Liberdade,"Incêndio urbano no bairro Liberdade, mobilizando equipes para conter as chamas em área residencial.",moderada,89.5,35.9,25.4
2022-11-09,incêndio urbano,Parelheiros,"Incêndio urbano no bairro Parelheiros, mobilizando equipes para conter as chamas em área residencial.",alta,79.9,33.9,27.6
2023-04-27,risco estrutural,Pinheiros,"Avaliação de risco estrutural em imóvel no bairro Pinheiros, com possibilidade de colapso parcial.",leve,72.9,19.2,86.4
2023-01-28,árvore caída,Perdizes,"Queda de árvore no bairro Perdizes, obstruindo parcialmente a via e oferecendo risco à população.",leve,47.9,24.2,70.6
2024-07-11,árvore caída,Cidade Tiradentes,"Queda de árvore no bairro Cidade Tiradentes, obstruindo parcialmente a via e oferecendo risco à população.",moderada,22.7,17.1,87.6
2024-02-16,risco estrutural,Capão Redondo,"Avaliação de risco estrutural em imóvel no bairro Capão Redondo, com possibilidade de colapso parcial.",leve,71.5,32.3,58.6
2024-06-02,incêndio urbano,Vila Mariana,"Incêndio urbano no bairro Vila Mariana, mobilizando equipes para conter as chamas em área residencial.",moderada,28.8,32.0,32.4
2023-08-01,vendaval,Sé,"Vendaval atingiu o bairro Sé, derrubando estruturas leves e causando falta de energia na região.",leve,-6.6,23.8,66.4
2023-01-11,deslizamento,Bela Vista,"Deslizamento de encosta registrado no bairro Bela Vista, afetando moradias e bloqueando vias locais.",moderada,112.3,21.8,81.2
2023-05-02,deslizamento,Mooca,"Deslizamento de encosta registrado no bairro Mooca, afetando moradias e bloqueando vias locais.",leve,112.8,17.1,83.2
